studentid;karak2_vo3lv;karak6_vo3lv;karak12_vo3lv;karak50_vo3lv;karak92_vo3lv;karak87_vo3lv;karak8_vo3lv;karak88b_vo3lv;karak16_vo3lv;karak20_vo3lv;karak89_vo3lv;karak7_vo3lv;karak11b_vo3lv;karak15_vo3lv;karak19_vo3lv;karak5_vo3lv;karak10b_vo3lv;karak53b_vo3lv;karak93_vo3lv;karak90_vo3lv;karak94_vo3lv;karak95_vo3lv;karak96_vo3lv;karak16b_vo3lv;karak97_vo3lv;karak2b_vo3lv;karak98_vo3lv;open;cons;extra;agree;neur
9320;3;2;3;3;4;0;3;2;1;1;3;3;1;2;2;1;1;3;2;1;1;2;3;3;2;3;1;-.38204452;-.22289146;.32095072;-1.0220407;.12532869
5787;4;0;4;1;3;0;1;2;3;4;4;4;4;3;4;0;0;2;3;4;0;0;4;0;4;0;4;-.97964549;-2.1683705;-.4412356;.098110154;1.7131033
7448;2;3;4;1;2;4;3;0;2;2;3;1;3;2;2;1;2;0;1;3;3;3;0;2;1;2;1;.30929336;.61426657;-1.8261427;-1.286224;.0055567333
8520;1;3;1;3;2;1;2;2;2;2;2;2;1;2;2;1;3;3;2;1;1;2;2;2;1;2;2;-.91711593;.097754933;.48078617;-.57578409;-.37999469
7829;3;3;3;2;2;3;3;1;2;3;3;0;1;3;1;3;3;3;3;1;3;3;1;2;1;4;1;1.0510956;.93786556;-.24935567;-.32695991;-.39445987
3892;3;;2;2;3;3;3;4;2;2;3;2;2;3;1;1;3;2;3;4;4;3;0;2;1;2;1;.48097947;.5478785;-.067776784;-.32695991;.25756234
8679;3;2;2;2;3;2;2;1;3;1;3;1;1;3;2;2;1;2;2;1;2;1;2;2;1;3;3;.32591501;-.65434456;-.10627089;-.33405504;-.30629963
2858;1;2;3;4;4;1;3;0;4;4;3;4;2;4;3;4;3;2;4;4;1;2;2;0;1;1;1;-.42176268;-.0084727723;-.66446459;1.5220822;1.2060523
7496;4;4;1;3;3;1;3;2;2;2;2;2;1;3;1;2;2;3;3;3;2;2;2;2;2;3;1;.15921426;.45102397;.48078617;-.091058306;.25354695
947;2;2;2;4;3;2;2;1;2;1;1;1;2;2;2;3;2;3;3;3;2;2;3;2;2;2;2;-.20009148;-.11248273;.10832462;-.10124574;.26801211
2639;3;0;3;4;3;1;2;2;3;3;3;4;2;4;4;2;2;3;3;;1;2;2;1;3;2;3;-.22349983;-1.06396;-.051349264;.8371889;1.2273743
7771;1;1;4;4;3;1;3;0;4;2;2;2;2;4;2;2;1;2;3;3;1;3;0;1;1;2;1;-.74135023;-.05964886;-1.2087127;1.0687305;.24842472
7988;3;2;1;3;3;3;1;3;2;3;2;3;0;3;3;3;1;3;2;2;2;2;3;1;2;3;2;.51640356;-.76941007;1.0519283;-.11498003;.5972203
3298;3;1;2;3;3;0;3;1;3;3;3;3;2;4;3;2;3;2;3;2;1;1;3;1;1;2;0;-.40258396;-.065130733;-.10710654;.60128736;.40845996
2187;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-.21149595;-.08158429;-.093996629;-.81168568;.0015413385
2579;2;2;2;4;2;2;2;2;4;4;4;3;0;4;3;2;3;3;4;4;3;3;3;0;3;2;2;.2912522;-.027522026;.68030238;1.5220822;1.0978369
4848;3;3;;2;1;2;3;2;2;2;3;4;3;2;1;2;2;4;3;2;2;3;4;2;3;3;3;.32591501;-.15527582;.6241017;-.57304895;-.23620446
8200;1;1;1;3;3;2;2;1;3;2;2;3;1;3;2;2;3;2;3;2;1;2;2;1;2;2;2;-.56226617;-.39682126;.066512927;.35519829;.24440932
419;4;0;2;4;4;4;4;0;4;2;4;0;2;4;3;4;2;4;4;4;4;4;2;0;0;4;0;1.9210768;.78464276;-.060818434;1.5220822;.67894614
4563;4;1;3;3;3;3;3;2;2;2;4;1;2;3;0;4;3;3;3;2;4;2;2;3;0;4;1;1.7419926;.24914832;-.051349264;-.30577332;-.50038749
2520;1;1;2;2;2;1;3;2;1;4;1;4;2;2;3;1;3;3;1;4;2;3;2;2;1;3;1;-.71114641;.010510035;.12143453;-1.2818639;.72031629
899;3;0;0;3;3;1;0;3;3;2;0;4;1;3;2;1;1;3;3;0;1;1;3;3;2;3;3;-.69604415;-1.8155774;1.0381442;-.074231744;-.1411421
8188;4;3;3;4;4;4;4;3;4;3;3;0;2;4;1;4;3;1;4;3;2;3;0;0;1;4;1;1.4086642;1.1269341;-.65483391;1.5220822;.47682753
8331;2;2;4;3;2;3;2;1;2;3;3;3;2;3;2;4;2;1;1;3;3;2;1;2;2;3;3;.85381156;-.5693838;-1.0395696;-.56833184;.36348993
1082;3;2;1;3;2;2;2;2;2;0;2;1;1;2;0;2;2;4;2;1;2;3;4;2;1;2;0;-.034751385;.41842139;1.0676817;-.57578409;-1.0856166
1323;;2;3;3;3;3;3;2;2;4;4;2;2;3;3;2;3;1;2;2;2;2;2;2;2;2;2;.40987539;.11166525;-.48221159;-.32969505;.76639324
1324;3;4;3;0;1;3;3;2;1;1;1;1;3;1;1;4;4;3;3;3;2;3;3;3;1;3;1;.52780801;1.1481034;-.052184917;-1.7371976;-.59012228
801;2;4;2;3;3;2;3;2;0;2;3;0;2;0;0;2;3;0;2;4;3;2;0;4;3;0;0;-.26571938;1.0872642;-.89632332;-1.9604753;.45144492
7755;1;1;3;3;3;0;4;0;3;4;4;1;2;3;4;3;3;0;3;3;0;2;3;1;4;1;3;-.78627682;.10145378;-.90959471;.35519829;1.5203277
6550;3;2;3;4;3;2;2;0;2;3;3;3;1;3;3;3;2;2;3;1;1;2;1;1;2;2;3;.13134994;-.5693838;-.66362894;.35955828;.40444461
386;3;3;1;3;3;1;3;2;3;1;3;2;1;3;2;3;3;3;3;2;1;3;3;1;0;3;1;.14857103;.64934605;.66651833;.35519829;-.30228421
7554;2;1;4;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-.21149595;-.053763688;-.43956423;-.81168568;.0015413385
2571;2;3;2;3;3;2;4;1;2;1;2;2;1;3;2;2;2;2;2;2;2;3;4;3;1;2;2;-.21149595;.49069378;.26519343;-.54441011;-.11352389
5723;2;2;2;4;4;2;3;2;4;4;3;2;1;4;3;4;4;4;4;2;2;3;3;0;2;3;0;.50070184;.82190853;.70916569;1.5220822;1.0092611
898;0;0;0;4;3;0;2;0;3;4;0;4;0;4;0;2;2;2;2;2;2;2;2;2;2;0;4;-1.6444861;-1.2323415;.22702245;.38383716;.21547899
1710;2;2;1;3;3;2;2;0;2;3;3;3;1;3;2;1;2;3;3;2;2;2;3;1;2;2;2;-.22290044;-.40100229;.26883417;.12365671;.41358224
2072;2;2;0;2;2;4;2;1;2;1;2;0;2;3;1;0;2;2;2;1;2;2;2;2;1;2;1;-.20485924;.20015855;.052728899;-.5655967;-.73280567
7833;2;1;2;2;2;1;3;3;3;3;3;1;1;2;2;2;3;3;3;2;1;2;1;2;1;3;1;-.20393927;.24914832;.32111225;-.34150732;-.018046079
7097;3;3;4;4;4;3;3;0;3;0;3;2;4;3;3;3;3;1;3;1;3;3;3;1;1;3;1;.85479045;.64934605;-1.240083;.59109992;-.048966445
666;2;2;0;4;4;4;3;3;3;1;2;1;0;4;1;2;3;4;4;3;2;2;3;0;1;2;1;.1466722;.42430654;1.4401432;1.2905407;.13848171
4396;2;2;2;3;1;1;2;2;2;3;3;2;2;3;2;2;3;1;1;3;3;2;4;4;0;2;;-.052193146;-.012735439;.062036503;-.99776185;-.2568987
8049;2;2;3;2;2;2;3;1;2;3;3;3;4;2;2;1;3;1;1;2;2;3;0;2;2;1;1;-.41920558;.32992801;-1.4256537;-1.0503224;.17071423
3954;4;4;0;4;0;0;2;0;0;3;2;1;0;0;0;0;4;0;0;4;0;3;3;0;2;4;0;-.5231474;1.1274163;-.018107746;-1.3429871;-.29674652
298;1;3;3;3;1;2;1;1;2;3;1;0;3;1;3;3;3;1;1;3;;1;3;2;4;3;1;-.21417911;.17144646;-.68188924;-1.0605098;.6817807
4686;1;2;1;1;1;1;3;1;1;3;3;1;4;2;1;1;2;1;1;1;1;2;1;1;1;1;1;-.9490599;.24496733;-.89435387;-1.3030505;-.63732785
8159;2;1;3;4;4;2;3;0;4;3;3;2;2;4;2;3;3;1;4;3;2;3;3;1;0;2;1;.12863101;.29902959;-.6941635;1.3073672;.47170526
9620;1;2;2;3;2;1;2;1;3;1;3;3;2;3;2;1;1;2;3;3;2;3;3;2;0;2;2;-.57872909;-.38620046;-.10710654;.14048328;-.35237649
9221;3;1;3;4;3;3;1;0;4;3;2;4;1;4;3;3;4;3;4;3;3;1;4;0;1;1;3;.29781893;-.91333294;.10899874;1.5220822;.60123569
1859;2;2;1;2;3;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-.21149595;.12139452;.078787155;-.81168568;.24440932
504;3;1;2;3;2;2;2;2;2;3;4;3;1;2;2;;2;3;3;4;3;2;3;2;3;2;2;.59177691;-.57616049;.49373451;-.3371473;.74502599
9267;3;0;1;3;3;3;4;1;3;2;3;4;0;3;1;2;1;3;3;1;1;0;3;1;1;3;4;.33097348;-1.4218259;.65424407;.35519829;-.32076478
4732;3;1;3;4;3;1;3;2;3;2;2;0;3;2;2;2;3;4;4;3;2;3;4;1;2;3;1;-.017530313;.58754915;.34897843;.58364761;.43718505
5688;2;0;4;3;3;3;2;2;3;3;3;3;3;3;3;3;1;0;3;4;1;1;3;0;1;2;3;.13368946;-1.2931806;-.87126219;.56991333;.79401135
7749;2;1;1;3;3;2;2;3;3;3;3;0;0;3;3;2;4;4;4;3;2;3;4;0;0;2;1;-.047134697;.57781988;1.4530915;.80855006;.41247535
69;2;2;3;2;2;2;3;2;2;1;1;1;2;;1;2;2;1;1;2;2;2;1;1;1;3;1;-.17955206;.24496733;-.66794378;-.79657078;-.54003
110;3;2;2;2;2;2;3;2;3;0;2;1;2;2;0;2;2;1;2;1;2;2;2;2;0;2;1;-.034751385;.24496733;-.3094278;-.58014405;-1.274377
1771;1;4;0;2;1;0;3;0;2;0;0;0;0;3;0;1;4;2;1;0;0;4;2;0;0;0;0;-1.9915586;1.6548856;.22702245;-.37480336;-1.7100207
4624;2;2;1;2;2;2;2;2;3;1;1;3;0;3;0;3;1;3;2;1;2;1;3;1;1;2;1;-.20009148;-.60610104;.85308617;-.11934002;-.91644371
2799;3;2;1;3;3;2;3;1;2;1;3;4;1;3;1;2;3;3;3;1;3;3;3;1;0;3;0;.49994063;.3540498;.46767625;.12365671;-.678698
1818;4;3;1;2;2;1;2;3;2;0;2;2;0;3;1;4;3;2;1;1;3;2;3;1;2;3;1;.68477136;.26613647;.83649701;-.58951837;-.71321833
3771;2;2;1;3;2;2;2;1;3;1;2;3;2;2;0;2;2;3;3;1;2;2;2;1;1;2;2;-.21149595;-.40100229;.095376268;.10910928;-.91644371
8902;1;0;2;3;3;1;1;3;4;3;1;2;0;3;4;2;1;4;3;2;1;1;4;0;3;2;2;-.90571141;-1.1696078;1.2803078;.8014549;.96961868
3089;2;2;1;2;2;2;2;1;2;3;2;2;2;2;1;3;2;3;3;3;1;2;3;2;3;2;2;-.20975585;-.25674251;.28110844;-.57304895;.36861217
4088;2;1;1;3;3;3;3;1;3;2;2;3;1;3;1;3;3;3;3;1;3;1;3;1;1;2;1;.3173795;-.23351228;.46767625;.35519829;-.32076478
1086;1;2;3;3;3;2;3;2;3;3;3;2;1;3;3;2;2;3;3;2;2;1;3;1;3;2;3;-.22387928;-.43019655;.32095072;.35519829;.78598058
1073;4;3;0;2;2;2;1;2;2;0;3;1;1;2;1;1;4;3;2;1;1;2;3;2;1;4;2;.3491734;.23228543;.83930206;-.81168568;-.90197861
7573;3;1;1;3;3;2;3;3;2;2;2;1;1;4;;1;3;2;4;4;4;3;2;2;1;3;2;.3338393;.27490783;.46419701;.39366743;.47089231
8981;2;2;0;3;3;1;3;2;2;1;3;3;0;2;0;2;2;3;2;2;2;3;3;0;1;2;1;-.22621877;.15058881;1.02587;-.146354;-.48080006
247;1;1;3;3;2;1;1;1;1;3;2;1;2;3;2;2;3;2;1;2;1;2;3;2;1;2;1;-.74135023;-.12898871;-.27989036;-.79987341;-.018046079
3023;4;1;0;4;3;3;4;3;4;1;4;3;0;3;0;3;4;4;2;2;4;2;4;0;0;3;3;1.3699218;-.0077265333;1.6258752;.79871976;-.66956037
4029;2;3;3;3;2;1;4;0;4;4;2;4;2;2;4;1;3;0;1;0;0;3;0;0;0;1;1;-1.1107022;.54989499;-1.4667913;.078092381;-.055908758
4198;2;3;1;3;3;2;4;2;2;2;3;2;1;2;1;1;3;3;2;1;1;3;3;1;0;2;1;-.39692608;.83841461;.66651833;-.36106902;-.50952512
7265;1;0;1;3;2;2;1;0;2;3;3;3;1;3;1;4;0;4;3;1;1;0;4;3;1;1;3;-.24267863;-1.8557292;.66999751;-.30577332;-.39445987
1244;2;2;1;3;2;2;3;2;3;1;2;1;2;4;0;2;3;2;3;1;3;2;2;3;1;2;1;-.037470322;.42430654;.078787155;.17185731;-.91644371
9523;2;2;4;4;3;3;3;0;2;4;4;2;2;3;4;3;2;2;3;4;2;2;0;2;1;2;3;.4720763;-.23605554;-1.2087127;.14484328;1.1468225
739;2;2;3;2;2;2;1;1;2;2;3;2;1;2;3;2;3;2;2;3;2;3;2;2;3;2;2;-.047134697;-.072330765;-.27905467;-.81168568;.56671542
396;3;3;3;2;2;2;3;2;3;3;1;1;2;3;2;1;1;2;2;3;3;3;3;2;2;2;3;-.20085274;.098164283;-.081048273;-.33405504;.36348993
819;1;1;0;2;2;0;2;0;1;0;1;0;1;3;0;1;2;3;3;2;0;2;3;;0;1;0;-1.6308919;.19338191;.44161797;-.53202939;-1.0816013
5583;3;2;1;3;4;3;2;3;3;1;2;3;1;3;1;3;2;4;3;2;3;2;4;2;0;3;3;.69042921;-.5693838;1.2665237;.14048328;-.2430543
8660;3;1;1;3;2;2;4;0;2;0;1;0;0;3;0;3;2;3;2;0;2;2;3;1;0;2;0;-.023346921;.57151896;.45540199;-.11498003;-1.4671527
2043;0;0;3;2;2;2;1;1;2;1;1;4;2;2;1;2;0;0;1;1;1;1;1;1;1;1;1;-1.0996771;-1.4690849;-1.082217;-.83560741;-.73280567
3263;3;0;4;2;0;0;2;1;1;0;3;4;2;2;0;2;0;1;2;3;1;0;2;2;0;4;4;-.0099736424;-1.979302;-.85383749;-1.0432272;-1.3745615
6741;2;2;3;3;3;2;3;1;3;2;3;3;1;4;1;2;3;3;3;2;2;2;1;1;1;1;2;-.24343985;-.032594535;-.24935567;.60128736;-.12798908
577;2;2;3;3;3;2;2;1;3;3;3;1;4;4;2;2;2;2;3;2;2;2;2;3;0;1;2;-.24343985;-.11248273;-.83875817;.17185731;.036061589
4;3;2;1;3;3;3;1;1;3;3;3;1;2;3;3;2;3;3;3;4;3;3;1;1;3;3;1;.67902476;.24031055;-.090355888;.35519829;1.1715319
7320;4;4;0;3;3;3;3;3;2;0;0;0;0;4;0;4;2;3;2;3;4;4;3;2;1;4;1;1.0845478;1.1278256;1.224712;-.083606049;-.45719725
2342;3;1;1;3;3;2;1;2;3;2;1;4;0;3;1;3;2;3;3;1;3;1;3;2;1;3;2;.34698388;-1.1036298;.85308617;.14048328;-.32076478
8704;3;0;3;3;;1;1;1;3;3;4;3;0;3;3;3;1;3;3;3;1;1;3;3;1;3;2;.31293225;-1.3138674;.30867645;-.074231744;.62523448
3322;2;2;2;2;2;1;1;2;3;2;3;2;1;2;2;2;1;1;2;2;2;2;1;2;2;1;2;-.42252395;-.62515026;-.30859214;-.58014405;.0015413385
8924;2;2;3;3;2;2;2;1;2;4;4;2;2;2;2;1;2;2;2;3;2;2;2;2;1;2;2;-.058539163;-.25674251;-.46562251;-.57578409;.34390253
3542;3;1;4;3;2;1;4;0;3;3;4;3;4;3;2;0;1;0;2;4;2;1;1;2;1;3;2;-.040339261;-.5715037;-1.8269784;-.098153472;.36750537
4837;3;2;2;2;2;2;2;2;2;3;3;2;1;2;1;2;2;2;2;2;2;2;3;1;1;2;1;.12960987;-.088360973;.27830333;-.59697068;-.20168416
7600;3;2;1;3;3;3;3;2;3;4;4;1;0;3;3;3;2;3;2;3;3;2;2;1;3;2;2;.82284659;.076585792;.66735399;.11656155;1.1479293
3412;2;0;0;3;3;3;2;3;4;2;3;4;0;3;2;1;2;3;3;1;1;2;3;1;1;2;2;-.21784197;-.89557844;1.224712;.5867399;-.13712671
3811;2;2;2;3;2;1;2;0;2;1;2;0;1;2;1;2;1;2;2;1;1;3;2;2;1;1;1;-.76091081;.21496035;-.30511293;-.57578409;-.73280567
4905;3;2;1;3;3;3;4;2;2;1;1;2;1;3;2;1;3;3;3;2;3;3;2;1;0;3;2;.17453653;.49487481;.48078617;.12365671;-.30228421
8857;2;1;2;3;3;2;4;2;2;1;3;3;1;2;2;3;2;3;2;3;2;1;3;1;3;2;2;.12863101;-.3921645;.49373451;-.36106902;.45677242
1390;3;2;2;3;1;3;3;1;3;1;1;3;4;1;3;2;2;3;3;3;2;2;3;2;1;3;3;.17627661;-.3803153;-.26481098;-.35169476;-.22284606
697;4;3;1;2;2;3;3;3;2;1;3;3;2;2;1;3;2;3;2;2;2;2;4;2;2;2;1;.66120422;.131606;.86452472;-.81168568;-.35126969
8428;2;1;2;3;2;3;1;1;2;2;3;3;1;2;1;3;2;2;3;2;2;1;2;2;2;2;2;.30771509;-.95937008;-.10627089;-.3371473;-.18209675
8097;2;1;2;3;3;2;2;2;3;2;3;3;1;3;1;1;1;2;3;1;2;2;3;1;2;2;2;-.22290044;-.75549978;.27830333;.35519829;-.13200447
6747;3;4;1;4;4;2;3;2;3;2;4;1;1;4;2;0;3;3;2;3;2;4;3;1;2;3;1;.13874482;1.1629051;.66651833;.59855217;.68005306
4596;2;1;3;3;3;2;2;2;3;3;3;3;1;3;2;3;2;3;3;2;1;2;3;1;2;1;2;-.24169976;-.57616049;.32095072;.35519829;.41358224
4436;2;1;1;3;3;3;3;2;3;2;3;2;2;;2;4;3;3;3;2;3;3;3;2;2;2;2;.65750641;.13064806;.47995049;.11593127;.24440932
441;3;4;3;4;4;3;4;2;3;0;0;0;1;4;0;3;3;3;3;3;2;3;3;0;0;3;0;.18768108;1.4704739;.32095072;1.051904;-.40308958
9370;2;2;4;3;3;3;3;2;3;3;4;3;2;3;3;1;2;2;3;3;2;2;3;1;0;2;2;.12054491;-.21193375;-.25383207;.35519829;.41247535
4113;2;3;4;3;3;2;4;2;1;4;2;0;4;4;4;2;4;1;2;4;2;3;0;4;2;2;2;-.21149595;1.1378918;-1.3995954;-.74457771;1.3355827
4639;3;3;2;4;4;3;3;1;3;3;3;1;2;4;2;1;3;3;4;2;2;3;3;1;1;3;1;.32923338;.7936058;.10832462;1.0758257;.46768984
2988;1;1;0;3;4;2;2;3;2;3;2;3;0;3;2;2;2;3;3;2;2;1;3;1;2;2;3;-.38824055;-.93868309;1.224712;.12365671;.65645015
4900;3;3;2;3;3;1;2;0;2;1;2;1;1;3;1;2;2;3;2;2;2;2;3;0;0;2;2;-.21383546;.062675476;.096050382;.099734984;-.48592228
1051;1;2;3;3;2;1;3;2;1;3;3;1;2;3;1;1;2;2;3;1;1;1;1;1;1;1;1;-.9490599;.050826296;-.45251259;-.10788487;-.39445987
434;1;1;3;4;3;1;3;0;3;3;4;4;2;4;3;2;3;2;3;4;0;3;2;3;1;1;3;-.78295851;-.32625303;-.66446459;.40775889;.79401135
10;1;4;0;2;2;0;0;1;3;0;3;4;0;3;0;1;3;2;2;2;0;0;3;1;0;1;4;-1.3021696;-1.1187886;.6115967;-.11934002;-1.0816013
708;3;1;1;3;2;2;2;2;3;1;3;3;1;2;1;1;3;1;3;2;2;1;3;1;1;3;2;.15014929;-.59096235;.23565598;.10910928;-.54003
870;2;2;2;2;2;2;4;2;2;2;3;1;1;4;0;2;2;3;3;2;2;4;2;1;2;2;2;-.047134697;.65393639;.30800235;.13384412;-.36573485
7794;3;3;3;3;4;2;3;3;4;4;4;2;3;4;3;1;3;1;3;4;1;1;2;3;1;1;1;-.25212541;.26106396;-.46993738;.4033989;1.2060523
4558;3;2;1;2;2;2;1;2;2;3;3;2;1;3;1;1;2;2;2;1;2;2;1;1;1;3;1;.15014929;-.27742949;.07962282;-.35088164;-.39445987
3188;1;1;3;4;3;2;2;0;4;2;4;3;1;4;2;0;2;3;2;4;0;2;3;0;1;1;2;-.95540589;-.57616049;-.076733425;1.0448087;.44120044
689;3;3;1;3;3;3;2;2;3;1;1;3;1;3;1;2;2;3;2;0;3;2;3;2;2;2;3;.15399708;-.3942256;.66651833;-.098153472;-.49395308
2318;1;1;3;2;2;2;2;3;;1;3;2;4;;2;1;3;2;3;3;3;2;1;3;2;3;2;-.029314211;-.25256151;-.62680614;-.77856404;.025144139
632;2;2;1;2;2;2;1;2;3;3;2;1;1;2;3;2;2;3;2;1;2;2;3;2;2;2;1;-.21149595;-.1331697;.66651833;-.58014405;.1615766
2080;3;1;2;;3;2;1;0;4;4;4;3;2;4;4;2;2;3;4;4;2;3;4;0;4;2;3;.29397109;-.73946953;.09521471;1.56496;1.7131033
4621;1;2;2;3;3;;2;1;2;2;1;1;2;3;1;2;3;2;3;2;2;3;2;1;1;1;1;-.87154245;.42937908;-.29283869;.12365671;-.12798908
8315;1;2;3;2;2;1;3;1;2;0;2;2;3;3;1;1;1;1;2;1;2;3;1;2;0;1;1;-.93939549;.11550935;-1.0533535;-.5655967;-1.090739
1165;2;2;3;1;0;0;2;0;0;1;3;0;4;1;2;0;4;1;1;1;0;2;2;3;2;2;2;-1.1048855;.39045548;-1.2530314;-2.2101111;-.84614325
1124;2;3;3;2;1;1;2;2;2;2;3;4;1;2;3;2;2;2;1;1;1;2;3;2;4;2;2;-.40024444;-.37010384;.10551955;-1.0503224;.12705633
700;1;1;0;4;3;2;3;3;1;2;2;3;1;3;2;2;3;3;3;1;3;3;4;1;0;2;1;-.21421488;.15476981;1.2238764;.1280167;-.32588702
3118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5193;3;0;3;3;3;4;2;0;1;0;4;1;3;3;0;2;3;1;4;2;4;3;2;2;1;3;2;1.1964957;-.089318894;-1.0664636;-.083963141;-.64997298
8671;2;2;3;4;4;3;2;2;2;2;3;3;2;4;2;1;2;2;4;2;3;3;2;2;1;2;1;.13020928;-.038479719;-.26678044;.62956899;.29851702
9215;3;2;3;3;3;2;1;1;3;1;1;1;1;3;1;3;2;3;3;0;3;2;3;1;0;3;0;.34698388;.035211835;.12210865;.35519829;-.87147367
3191;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;.78895396;1.1566836;;;
9460;3;1;4;4;4;4;3;0;3;3;4;3;3;4;3;4;4;1;4;3;3;4;0;0;1;4;3;1.5703067;.191487;-1.6107117;1.2905407;.84410369
1844;2;2;1;3;3;2;4;1;2;4;2;3;0;2;1;3;2;4;3;2;2;3;4;0;1;3;1;.16057491;.33965731;1.0554074;.092282727;.21035676
1256;0;0;4;0;0;0;0;0;2;4;4;4;4;4;4;1;2;0;2;4;0;0;1;2;1;1;4;-1.3145528;-1.9987607;-1.8269784;-.79131085;.41821843
9585;2;2;1;3;3;3;3;1;2;1;2;2;1;3;2;2;2;2;2;2;2;2;3;2;0;2;1;-.032411862;.10070755;.2522451;-.32969505;-.30228421
2887;2;2;2;3;3;2;2;2;2;1;3;4;2;2;3;1;2;3;2;3;1;4;2;1;2;3;2;-.20062093;-.15697999;.12143453;-.36106902;.45165023
8364;2;1;3;4;4;3;3;1;4;4;4;0;2;4;0;2;4;3;4;4;3;3;4;0;1;2;1;.47033623;.76688838;.12127298;1.5220822;.65513808
7000;2;3;0;4;3;2;1;0;3;0;0;3;0;4;0;2;2;3;3;1;1;2;4;0;0;1;1;-.91054922;-.24653105;.81391793;1.051904;-1.0315089
8955;3;2;1;3;3;3;3;2;3;0;2;1;2;3;2;2;4;2;3;1;3;3;2;1;2;2;1;.31835836;.79778689;.078787155;.35519829;-.2867122
7681;2;1;3;3;3;2;1;1;1;1;1;4;1;3;1;1;0;3;2;3;3;0;2;1;1;2;3;-.3775973;-1.8248309;-.063623503;-.34652165;-.10438626
1336;2;3;2;3;3;2;4;2;4;0;0;2;1;4;2;4;2;2;4;2;2;2;4;0;0;2;0;-.18868701;.6333158;.46403551;1.2861807;-.47145709
1651;2;3;0;4;4;2;4;1;1;3;3;1;2;4;4;2;4;4;4;4;2;3;4;2;0;3;0;.14917044;1.3303951;.85505551;.39802745;1.0317571
1467;4;1;3;4;4;1;1;2;3;2;1;2;2;3;2;1;2;2;4;3;3;1;3;1;3;3;1;-.006887089;-.64672875;-.081048273;.82973659;.86881334
1646;4;4;1;2;3;2;2;2;2;0;0;0;0;2;0;0;2;2;3;2;3;3;3;0;0;4;2;.028375171;.57623452;.63765496;-.14361887;-.83873332
3762;4;3;4;2;2;3;3;0;0;0;0;0;4;0;0;1;4;0;0;4;4;3;0;4;1;4;0;.55725062;1.2855864;-2.0127106;-2.6736503;-.50728953
9259;3;1;0;3;3;2;3;1;1;3;3;2;0;3;2;2;2;3;3;2;3;2;4;2;3;2;2;.30363551;-.2428322;1.01276;-.32259989;.60234249
8281;2;2;2;2;1;3;3;2;2;1;2;0;1;1;0;1;2;2;2;2;2;2;2;2;1;2;3;-.20817758;.052464005;.092571184;-1.0577747;-.96653605
9603;1;2;3;4;3;2;3;2;3;3;4;2;4;4;3;0;4;2;4;4;2;3;1;3;1;2;1;-.41104949;.65352702;-.82564819;.64639562;.79401135
9501;3;1;2;3;3;2;2;2;3;1;3;1;2;3;0;2;3;2;3;1;;3;3;2;1;3;1;.393556;.25422084;.091735527;.14048328;-.67357576
4418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8157;2;3;1;3;3;2;3;3;3;2;1;1;1;3;1;0;3;3;2;1;2;2;3;1;0;2;1;-.72738862;.59946477;.86536038;.11656155;-.50952512
8862;4;1;0;3;2;2;2;2;3;0;2;4;0;3;2;4;0;3;3;2;3;1;3;1;2;4;2;1.0601605;-1.2732397;1.02587;.35519829;-.33680451
2328;3;2;1;1;2;2;3;2;1;3;2;1;1;2;2;3;2;1;2;2;3;1;2;1;3;1;2;.11873481;-.11755524;.049923804;-1.0644138;.35947454
1478;3;2;3;3;3;2;4;1;3;2;4;1;1;;2;2;4;3;3;1;1;3;1;0;0;2;0;.11994547;1.1552368;-.24935567;.65271884;-.32588702
9014;3;3;1;4;4;2;4;2;3;2;2;0;1;4;2;3;3;3;3;2;2;4;4;1;1;2;0;.14101432;1.4894567;.85225046;.8371889;.29851702
1201;3;1;1;3;3;2;2;2;2;3;2;3;1;2;2;2;2;3;3;2;1;1;4;2;2;3;3;-.012471865;-.93868309;.85225046;-.3371473;.41358224
275;2;1;1;2;3;1;2;;2;2;2;2;1;2;1;3;1;2;2;1;2;2;2;2;2;2;2;-.21481431;-.61123997;.20995249;-.81168568;-.13200447
491;2;3;2;2;2;3;2;2;1;2;2;1;3;3;2;2;1;1;2;1;2;2;2;1;1;3;1;.16389328;.051717788;-.49599561;-.58242321;-.37999469
5766;0;1;3;3;2;1;3;1;2;4;3;2;1;3;3;1;2;2;2;3;1;2;2;1;1;1;2;-1.1258044;-.2428322;-.27905467;-.11498003;.52754056
1969;2;1;3;3;2;3;3;1;3;1;3;2;3;4;1;3;2;2;4;1;3;2;1;0;0;2;0;.48174071;.09393087;-.83792245;1.0546391;-.92156601
8621;4;3;4;4;4;3;4;0;3;4;4;3;3;4;4;4;2;1;4;4;4;3;1;1;1;3;3;1.5456876;.17805247;-1.4249794;1.0758257;1.3896904
